dataset,var,class
midline,c13_medication_preg,haven_labelled/vctrs_vctr/double
midline,c14_meditake_preg,haven_labelled/vctrs_vctr/double
midline,c15_format_preg,character
midline,c15_format_preg_1,haven_labelled/vctrs_vctr/double
midline,c15_format_preg_2,haven_labelled/vctrs_vctr/double
midline,c15_format_preg_3,haven_labelled/vctrs_vctr/double
midline,c19_pertime_preg,numeric
midline,c20_personlast_preg,haven_labelled/vctrs_vctr/double
midline,c21_health_preg,numeric
midline,c22_nonhealth_preg,numeric
midline,c22b_total,numeric
midline,c23_reimburse_preg,numeric
midline,c24_stopnormal_preg,numeric
midline,c25_assist_preg,character
midline,c25_assist_preg_0,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_5,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_6,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_7,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_8,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_9,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_10,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_11,haven_labelled/vctrs_vctr/double
midline,c25_assist_preg_98,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_preg,character
midline,c26_nonsick_preg_1,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_preg_2,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_preg_3,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_preg_4,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_preg_5,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_preg_6,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_preg_7,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg,character
midline,c27_notconsult_preg_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_4,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_5,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_6,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_7,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_8,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_9,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_10,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_11,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_12,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_13,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_14,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_15,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_16,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_17,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_18,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_19,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_20,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_21,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_22,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_23,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_24,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_preg_25,haven_labelled/vctrs_vctr/double
midline,c28_inpatient_preg,haven_labelled/vctrs_vctr/double
midline,c29_insu_preg,haven_labelled/vctrs_vctr/double
midline,c30_episode_preg,numeric
midline,c31_disease_preg,character
midline,c31_disease_preg_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_3,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_4,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_5,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_6,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_7,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_8,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_9,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_10,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_11,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_12,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_13,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_14,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_15,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_16,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_17,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_18,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_19,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_20,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_21,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_22,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_23,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_24,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_25,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_26,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_27,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_28,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_29,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_30,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_31,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_32,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_33,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_34,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_35,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_36,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_37,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_38,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_39,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_40,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_41,haven_labelled/vctrs_vctr/double
midline,c31_disease_preg_42,haven_labelled/vctrs_vctr/double
midline,c32_opd_preg,haven_labelled/vctrs_vctr/double
midline,c33_hospital_preg,haven_labelled/vctrs_vctr/double
midline,c34_stopnormal_preg,numeric
midline,c35_days_preg,numeric
midline,c36_health_preg,numeric
midline,c37_nonhealth_preg,numeric
midline,c37b_total,numeric
midline,c38_reimburse_preg,numeric
midline,c8_illyesno_u7_1,haven_labelled/vctrs_vctr/double
midline,c9_insu_u7_1,haven_labelled/vctrs_vctr/double
midline,c10_seekcare_u7_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_1,character
midline,c11_disease_u7_1_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_2_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_3_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_4_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_5_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_6_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_7_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_8_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_9_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_10_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_11_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_12_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_13_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_14_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_15_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_16_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_17_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_18_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_19_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_20_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_21_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_22_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_23_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_24_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_25_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_26_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_27_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_28_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_29_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_30_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_31_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_32_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_33_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_34_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_35_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_36_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_37_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_38_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_39_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_40_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_41_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_42_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_43_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_44_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_45_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_48_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_47_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_46_1,haven_labelled/vctrs_vctr/double
midline,c12_diagnose_u7_1,haven_labelled/vctrs_vctr/double
midline,c13_medication_u7_1,haven_labelled/vctrs_vctr/double
midline,c14_meditake_u7_1,haven_labelled/vctrs_vctr/double
midline,c15_format_u7_1,character
midline,c15_format_u7_1_1,haven_labelled/vctrs_vctr/double
midline,c15_format_u7_2_1,haven_labelled/vctrs_vctr/double
midline,c15_format_u7_3_1,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_1,character
midline,c16_virtual_u7_1_1,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_2_1,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_3_1,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_4_1,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_5_1,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_6_1,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_7_1,haven_labelled/vctrs_vctr/double
midline,c17_virtime_u7_1,numeric
midline,c18_virlast_u7_1,haven_labelled/vctrs_vctr/double
midline,c19_pertime_u7_1,numeric
midline,c20_personlast_u7_1,haven_labelled/vctrs_vctr/double
midline,c21_health_u7_1,numeric
midline,c22_nonhealth_u7_1,numeric
midline,c22b_u7_total_1,numeric
midline,c23_reimburse_u7_1,numeric
midline,c24_stopnormal_u7_1,numeric
midline,c25_assist_u7_1,character
midline,c25_assist_u7_0_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_1_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_2_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_3_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_4_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_5_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_6_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_7_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_8_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_9_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_10_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_11_1,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_98_1,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_1,character
midline,c26_nonsick_u7_1_1,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_2_1,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_3_1,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_4_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_1,character
midline,c27_notconsult_u7_1_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_2_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_3_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_4_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_5_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_6_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_7_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_8_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_9_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_10_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_11_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_12_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_13_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_14_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_15_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_16_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_17_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_18_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_19_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_20_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_21_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_22_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_23_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_24_1,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_25_1,haven_labelled/vctrs_vctr/double
midline,c28_inpatient_u7_1,haven_labelled/vctrs_vctr/double
midline,c29_insu_u7_1,haven_labelled/vctrs_vctr/double
midline,c30_episode_u7_1,numeric
midline,c31_disease_u7_1,character
midline,c31_disease_u7_1_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_2_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_3_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_4_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_5_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_6_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_7_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_8_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_9_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_10_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_11_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_12_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_13_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_14_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_15_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_16_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_17_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_18_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_19_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_20_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_21_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_22_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_23_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_24_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_25_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_26_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_27_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_28_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_29_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_30_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_31_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_32_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_33_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_34_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_35_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_36_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_37_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_38_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_39_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_40_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_41_1,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_42_1,haven_labelled/vctrs_vctr/double
midline,c32_opd_u7_1,haven_labelled/vctrs_vctr/double
midline,c33_hospital_u7_1,haven_labelled/vctrs_vctr/double
midline,c34_stopnormal_u7_1,numeric
midline,c35_days_u7_1,numeric
midline,c36_health_u7_1,numeric
midline,c37_nonhealth_u7_1,numeric
midline,c37b_u7_total_1,numeric
midline,c8_illyesno_u7_2,haven_labelled/vctrs_vctr/double
midline,c9_insu_u7_2,haven_labelled/vctrs_vctr/double
midline,c10_seekcare_u7_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_2,character
midline,c11_disease_u7_1_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_2_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_3_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_4_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_5_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_6_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_7_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_8_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_9_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_10_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_11_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_12_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_13_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_14_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_15_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_16_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_17_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_18_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_19_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_20_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_21_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_22_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_23_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_24_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_25_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_26_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_27_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_28_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_29_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_30_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_31_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_32_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_33_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_34_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_35_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_36_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_37_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_38_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_39_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_40_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_41_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_42_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_43_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_44_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_45_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_48_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_47_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_46_2,haven_labelled/vctrs_vctr/double
midline,c12_diagnose_u7_2,haven_labelled/vctrs_vctr/double
midline,c13_medication_u7_2,haven_labelled/vctrs_vctr/double
midline,c14_meditake_u7_2,haven_labelled/vctrs_vctr/double
midline,c15_format_u7_2,character
midline,c15_format_u7_1_2,haven_labelled/vctrs_vctr/double
midline,c15_format_u7_2_2,haven_labelled/vctrs_vctr/double
midline,c15_format_u7_3_2,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_2,character
midline,c16_virtual_u7_1_2,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_2_2,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_3_2,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_4_2,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_5_2,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_6_2,haven_labelled/vctrs_vctr/double
midline,c16_virtual_u7_7_2,haven_labelled/vctrs_vctr/double
midline,c17_virtime_u7_2,numeric
midline,c18_virlast_u7_2,haven_labelled/vctrs_vctr/double
midline,c19_pertime_u7_2,numeric
midline,c20_personlast_u7_2,haven_labelled/vctrs_vctr/double
midline,c21_health_u7_2,numeric
midline,c22_nonhealth_u7_2,numeric
midline,c22b_u7_total_2,numeric
midline,c23_reimburse_u7_2,numeric
midline,c24_stopnormal_u7_2,numeric
midline,c25_assist_u7_2,character
midline,c25_assist_u7_0_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_1_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_2_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_3_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_4_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_5_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_6_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_7_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_8_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_9_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_10_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_11_2,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_98_2,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_2,character
midline,c26_nonsick_u7_1_2,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_2_2,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_3_2,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_4_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_2,character
midline,c27_notconsult_u7_1_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_2_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_3_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_4_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_5_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_6_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_7_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_8_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_9_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_10_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_11_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_12_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_13_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_14_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_15_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_16_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_17_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_18_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_19_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_20_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_21_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_22_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_23_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_24_2,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_25_2,haven_labelled/vctrs_vctr/double
midline,c28_inpatient_u7_2,haven_labelled/vctrs_vctr/double
midline,c29_insu_u7_2,haven_labelled/vctrs_vctr/double
midline,c30_episode_u7_2,numeric
midline,c31_disease_u7_2,character
midline,c31_disease_u7_1_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_2_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_3_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_4_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_5_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_6_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_7_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_8_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_9_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_10_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_11_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_12_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_13_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_14_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_15_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_16_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_17_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_18_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_19_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_20_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_21_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_22_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_23_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_24_2,haven_labelled/vctrs_vctr/double
