wave,var,label
baseline,c42_health_child,"C42.Who usually makes decisions about health care for children: you, your (husba"
baseline,d1_preg,D1.Are you currently pregnant?
baseline,d2_insu_preg,D2.What is the main (government or private) health insurance covering [NAME]’s '
baseline,d3_week,D3.How far along are you in your pregnancy? (in weeks)
baseline,d4_anc,D4.Have you ever been for antenatal care?
baseline,d5_firstseek,D5.How far along were you when you first sought antenatal care for this pregnanc
baseline,d6_anctime,D6.How many times have you sought antenatal care for this pregnancy so far?
baseline,d7_lastvisit,D7.What is the date of last visit of antenatal care?
baseline,d8_antecare,"D8.For the [NAME]’s recent visit for antenatal care, what kinds of services did"
baseline,d8_antecare_1,D8_1.[Vital sign] was the antenatal care received in the last visit
baseline,d8_antecare_2,D8_2.[Testing] was the antenatal care received in the last visit
baseline,d8_antecare_3,D8_3.[Infection screening] was the antenatal care received in the last visit
baseline,d8_antecare_4,D8_4.[Ultrasound] was the antenatal care received in the last visit
baseline,d8_antecare_5,D8_5.[Tetanus immunization] was the antenatal care received in the last visit
baseline,d8_antecare_6,D8_6.[Deworming] was the antenatal care received in the last visit
baseline,d8_antecare_7,D8_7.[Supplements] was the antenatal care received in the last visit
baseline,d8_antecare_8,D8_8.[Specialist consultation  (Specialist doctors)   ] was the antenatal care r
baseline,d8_antecare_9,D8_9.[Doctors’ consultation (Non-specialist)] was the antenatal care received in
baseline,d8_antecare_10,D8_10.[Nurses/midwives/health assistant consultation] was the antenatal care rec
baseline,d8_antecare_11,D8_11.[Weight measurement] was the antenatal care received in the last visit
baseline,d9_admit,D9.Have you had an overnight hospital admission for reasons related to current p
baseline,d10_past_preg,D10.Have you been pregnant in the last 5 years?[Note: Excludes current pregnancy
baseline,d11_year,D11.How many months ago did you deliver your child? [Note: If the response is in
baseline,d12_place,D12.Where did you deliver the child? [Select one. Do not read out the choice lis
baseline,d13_reason,D13.What were the main reasons for choosing to deliver at [${d12_place_cal}]? [
baseline,d13_reason_1,D13_1.[Close to home] was  the main reasons for choosing to deliver at that plac
baseline,d13_reason_2,D13_2.[Staff give good advice] was  the main reasons for choosing to deliver at
baseline,d13_reason_3,D13_3.[Good staff attitude] was  the main reasons for choosing to deliver at tha
baseline,d13_reason_4,D13_4.[Knew someone in the facility] was  the main reasons for choosing to deliv
baseline,d13_reason_5,D13_5.[Less waiting time] was  the main reasons for choosing to deliver at that
baseline,d13_reason_6,D13_6.[Medicine available] was  the main reasons for choosing to deliver at that
baseline,d13_reason_7,D13_7.[Staff are qualified] was  the main reasons for choosing to deliver at tha
baseline,d13_reason_8,D13_8.[Less costly] was  the main reasons for choosing to deliver at that place.
baseline,d13_reason_9,D13_9.[Felt not serious (minor aliment)] was  the main reasons for choosing to d
baseline,d13_reason_10,D13_10.[Cleaner facility] was  the main reasons for choosing to deliver at that
baseline,d13_reason_11,D13_11.[More privacy] was  the main reasons for choosing to deliver at that plac
baseline,d13_reason_12,D13_12.[Was referred] was  the main reasons for choosing to deliver at that plac
baseline,d13_reason_13,D13_13.[Was recommended by the consulting health provider] was  the main reasons
baseline,d13_reason_14,D13_14.[My insurance covered the costs at that health facility partially or full
baseline,d13_reason_15,"D13_15.[Due to complications at Childbirth/pregnancy (pre-eclampsia,preterm labo"
baseline,d13_reason_16,D13_16.[Need Caesarean Section (the former child was born by Caesarean section o
baseline,d13_reason_17,D13_17.[Difficult labour] was  the main reasons for choosing to deliver at that
baseline,d13_reason_19,D13_19.[The government health care facilities were closed.] was  the main reason
baseline,d13_reason_20,D13_20.[Concern about Covid 19 transmission] was  the main reasons for choosing
baseline,d13_reason_21,D13_21.[Security concern] was  the main reasons for choosing to deliver at that
baseline,d13_reason_22,D13_22.[The hospitals were far from home] was  the main reasons for choosing to
baseline,d13_reason_23,D13_23.[Old age] was  the main reasons for choosing to deliver at that place.
baseline,d13_reason_24,"D13_24.[High risk pregnanacy (Primagravida,Smaller pregnancy gap(within one year"
baseline,d13_reason_25,D13_25.[Was recommended by family/friends/neighbours] was  the main reasons for
baseline,d13_reason_26,D13_26.[There was no patient's attendance for me.] was  the main reasons for cho
baseline,d13_reason_27,D13_27.[Unexpectedly deliver before due date] was  the main reasons for choosing
baseline,d13_reason_28,D13_28.[Easy to get birth registration certificate] was  the main reasons for ch
baseline,d14_time,D14.How many times did you see or interact with a healthcare provider during tha
baseline,d15_admit,D15.Were you admitted overnight to a hospital for reasons related to that pregna
baseline,e1_vaccine_1,E1.Immunization status of Child (1)
baseline,e2_vaccine_record_1,E2.Immunization record of Child (1)
baseline,e3a_birth_1,E3a.At Birth
baseline,e3b_2months_1,E3b.At 2 months
baseline,e3c_4months_1,E3c.At 4 months
baseline,e3c_6months_1,E3d.At 6 months
baseline,e3d_9months_1,E3e.At 9 months
baseline,e3e_half_1,E3f.At one year and half
baseline,e3f_other_1,E3g.Older than 2 years
baseline,e1_vaccine_2,E1.Immunization status of Child (2)
baseline,e2_vaccine_record_2,E2.Immunization record of Child (2)
baseline,e3a_birth_2,E3a.At Birth
baseline,e3b_2months_2,E3b.At 2 months
baseline,e3c_4months_2,E3c.At 4 months
baseline,e3c_6months_2,E3d.At 6 months
baseline,e3d_9months_2,E3e.At 9 months
baseline,e3e_half_2,E3f.At one year and half
baseline,e3f_other_2,E3g.Older than 2 years
baseline,e1_vaccine_3,E1.Immunization status of Child (3)
baseline,e2_vaccine_record_3,E2.Immunization record of Child (3)
baseline,e3a_birth_3,E3a.At Birth
baseline,e3b_2months_3,E3b.At 2 months
baseline,e3c_4months_3,E3c.At 4 months
baseline,e3c_6months_3,E3d.At 6 months
baseline,e3d_9months_3,E3e.At 9 months
baseline,e3e_half_3,E3f.At one year and half
baseline,e3f_other_3,E3g.Older than 2 years
baseline,e1_vaccine_4,E1.Immunization status of Child (4)
baseline,e2_vaccine_record_4,E2.Immunization record of Child (4)
baseline,e3a_birth_4,E3a.At Birth
baseline,e3b_2months_4,E3b.At 2 months
baseline,e3c_4months_4,E3c.At 4 months
baseline,e3c_6months_4,E3d.At 6 months
baseline,e3d_9months_4,E3e.At 9 months
baseline,e3e_half_4,E3f.At one year and half
baseline,f1_income,F1.Household income sources over the last 12 months.
baseline,f1_income_0,F1_0.[None/unemployed ] was the sources of income in the last 12 months.
baseline,f1_income_1,F1_1.[Farming ] was the sources of income in the last 12 months.
baseline,f1_income_2,F1_2.[Livestock and poultry raising ] was the sources of income in the last 12 m
baseline,f1_income_3,F1_3.[Fishing ] was the sources of income in the last 12 months.
baseline,f1_income_4,F1_4.[Wholesale and retail trade ] was the sources of income in the last 12 mont
baseline,f1_income_5,F1_5.[Peddling ] was the sources of income in the last 12 months.
baseline,f1_income_6,F1_6.[Manufacturing/handicraft ] was the sources of income in the last 12 months
baseline,f1_income_7,F1_7.[Salaried employment ] was the sources of income in the last 12 months.
baseline,f1_income_8,F1_8.[Skilled Labourer] was the sources of income in the last 12 months.
baseline,f1_income_9,F1_9.[Agricultural daily labourer ] was the sources of income in the last 12 mon
baseline,f1_income_10,F1_10.[Other daily labourer ] was the sources of income in the last 12 months.
baseline,f1_income_11,"F1_11.[Private gifts, donations, assistance ] was the sources of income in the l"
baseline,f1_income_12,"F1_12.[Government assistance, pensions] was the sources of income in the last 12"
baseline,f1_income_13,F1_13.[Remittance from abroad ] was the sources of income in the last 12 months.
baseline,f1_income_14,F1_14.[Remittance from other parts of the country ] was the sources of income in
baseline,f1_income_15,F1_15.[Tourism-related work ] was the sources of income in the last 12 months.
baseline,f1_income_16,F1_16.[Transport-related services] was the sources of income in the last 12 mont
baseline,f1_income_17,F1_17.[Broker] was the sources of income in the last 12 months.
baseline,f1_income_18,F1_18.[Land and housing rental agent] was the sources of income in the last 12 m
baseline,f1_income_19,F1_19.[Money lander] was the sources of income in the last 12 months.
baseline,f1_income_20,F1_20.[Street venders] was the sources of income in the last 12 months.
baseline,f1_income_21,F1_21.[Stone collector] was the sources of income in the last 12 months.
baseline,f1_income_22,F1_22.[Hostel Service] was the sources of income in the last 12 months.
baseline,f1_income_23,F1_23.[Small petroleum extraction] was the sources of income in the last 12 mont
baseline,f1_income_24,F1_24.[Internet Café] was the sources of income in the last 12 months.
baseline,f1_income_25,F1_25.[Logger] was the sources of income in the last 12 months.
baseline,f1_income_26,F1_26.[Aircon services] was the sources of income in the last 12 months.
baseline,f1_income_27,F1_27.[Construction] was the sources of income in the last 12 months.
baseline,f1_income_28,F1_28.[Selling water] was the sources of income in the last 12 months.
baseline,f1_income_29,F1_29.[Copyer and Printing Shop] was the sources of income in the last 12 months
baseline,f1_income_30,F1_30.[Quack Doctor] was the sources of income in the last 12 months.
baseline,f1_income_31,F1_31.[Selling firewood] was the sources of income in the last 12 months.
baseline,f1_income_32,F1_32.[Pharmacy shop] was the sources of income in the last 12 months.
baseline,f1_income_33,F1_33.[Tailor] was the sources of income in the last 12 months.
baseline,f1_income_34,F1_34.[Astrologer] was the sources of income in the last 12 months.
baseline,f1_income_35,F1_35.[Renting house to others] was the sources of income in the last 12 months.
baseline,f1_income_36,F1_36.[Phone/car/motorbike reparing service] was the sources of income in the la
baseline,f1_income_37,F1_37.[Barber shop/beauty saloon] was the sources of income in the last 12 month
baseline,f2_incomeone,F2.Main income source of the household
baseline,f3_icomemmk,F3.Average monthly income over the past 12 months.
baseline,f4a_food,F4a.Food and Bevearages (including purchase and home grown/raised)
baseline,f4b_living,F4b.Living or accommodation/rent
baseline,f4c_water,F4c.Water and sanitation
baseline,f4d_cloth,F4d.Clothing
baseline,f4e_social,F4e.Social or religious
baseline,f4f_edu,F4f.Education
baseline,f4g_health,F4g.Health
baseline,f4h_transport,F4h.Transportation
baseline,f4i_commu,"F4i.Communication (Wifi, topup bills)"
baseline,fj_electricity,F4j.Electricity
baseline,f4k_other,F4k.Others
baseline,f4k_other_oth,F4k.Other costs
baseline,g1_shock,G1.Stress or Shock over the past 12 months.
baseline,g2_shockyes,G2.Kind of shock over the past 12 months.
baseline,g2_shockyes_1,G1_1.[Health-related] was the shock experienced over the past 12 months.
baseline,g2_shockyes_2,G1_2.[High price for food] was the shock experienced over the past 12 months.
baseline,g2_shockyes_3,G1_3.[Accommodation/Living] was the shock experienced over the past 12 months.
baseline,g2_shockyes_4,G1_4.[Job related] was the shock experienced over the past 12 months.
baseline,g2_shockyes_5,G1_5.[Delayed or unable to pay back loans] was the shock experienced over the pa
baseline,g2_shockyes_6,G1_6.[Unstable political situations/security concern] was the shock experienced
baseline,g2_shockyes_7,G1_7.[Not enough money for the family expenditure] was the shock experienced ove
baseline,g2_shockyes_8,G1_8.[Family affair] was the shock experienced over the past 12 months.
baseline,g3_money,G3.Imagine that you have an emergency and you need to pay [1/20 of GNI per capit
baseline,g4_difficult,G4.How difficult would it be for you to come up with [1/20 of GNI per capita in
baseline,g5_difficult1,G5.How difficult would it be for you to come up with [1/20 of GNI per capita in
baseline,g6_force,"G6.Pay for food, healthcare, or other expenses"
baseline,g6_force_1,"G6_1.[Sell off assets (including livestock)] was done to pay for food, healthcar"
baseline,g6_force_2,"G6_2.[Deplete your savings] was done to pay for food, healthcare, or other expen"
baseline,g6_force_3,G6_3.[Borrow money you were not certain you could pay back on time] was done to
baseline,g6_force_4,G6_4.[Skip making a required payment on a loan (NOT taking advantage of govt pro
baseline,g6_force_5,G6_5.[Seek food or money from friends/ relatives when you were unable to meet yo
baseline,g6_force_6,"G6_6.[None of the above] was done to pay for food, healthcare, or other expenses"
baseline,h1_source,H1.Most reliable source of information for Covid 19.
baseline,h2_symptoms,H2.Suspected symptoms of Covid 19.
baseline,h2_symptoms_1,H2_1.[Fever or chills] was suspected symptom of Covid 19
baseline,h2_symptoms_2,H2_2.[Cough] was suspected symptom of Covid 19
baseline,h2_symptoms_3,H2_3.[Shortness of breath or difficulty breathing] was suspected symptom of Covi
baseline,h2_symptoms_4,H2_4.[Fatigue] was suspected symptom of Covid 19
baseline,h2_symptoms_5,H2_5.[Muscle or body aches] was suspected symptom of Covid 19
baseline,h2_symptoms_6,H2_6.[Headache] was suspected symptom of Covid 19
baseline,h2_symptoms_7,H2_7.[New loss of taste or smell] was suspected symptom of Covid 19
baseline,h2_symptoms_8,H2_8.[Sore throat] was suspected symptom of Covid 19
baseline,h2_symptoms_9,H2_9.[Congestion or runny nose] was suspected symptom of Covid 19
baseline,h2_symptoms_10,H2_10.[Nausea or vomiting] was suspected symptom of Covid 19
baseline,h2_symptoms_11,H2_11.[Diarrhea] was suspected symptom of Covid 19
baseline,h2_symptoms_12,H2_12.[Lower O2/SPO2] was suspected symptom of Covid 19
baseline,h2_symptoms_13,H2_13.[Loss of appetite] was suspected symptom of Covid 19
baseline,h2_symptoms_14,H2_14.[Redness on body and eyes] was suspected symptom of Covid 19
baseline,h2_symptoms_15,H2_15.[Diziness] was suspected symptom of Covid 19
baseline,h2_symptoms_16,H2_16.[Insomnia] was suspected symptom of Covid 19
baseline,h2_symptoms_17,H2_17.[Low blood pressure] was suspected symptom of Covid 19
baseline,h2_symptoms_98,H2_98.Don't know the symptoms of Covid-19.
baseline,h3_suspected,H3.What should you do if you find someone with suspected COVID-19 symptoms? [Sel
baseline,h3_suspected_1,H3_1.[Informing to health care personnel] would be done if found out someone wit
baseline,h3_suspected_2,H3_2.[Nothing to do] would be done if found out someone with suspected COVID-19
baseline,h3_suspected_3,"H3_3.[Monitoring symptoms (temperature, cough, breathing)] would be done if foun"
baseline,h3_suspected_4,H3_4.[Taking medications as directed or prescribed by doctors] would be done if
baseline,h3_suspected_5,H3_5.[Isolate the sick person] would be done if found out someone with suspected
baseline,h3_suspected_6,H3_6.[Keep social distancing with suspected person.] would be done if found out
baseline,h3_suspected_7,H3_7.[Encourge/take to seek medical treament] would be done if found out someone
baseline,h3_suspected_8,"H3_8.[Protect self from Covid-19 transmission (Masks, hand washing,etc)] would b"
baseline,h3_suspected_9,H3_9.[Encourage the suspected person verbally and help physically as needed (men
baseline,h3_suspected_10,H3_10.[Apply herbs to relief symptoms] would be done if found out someone with s
baseline,h3_suspected_11,H3_11.[Informing to the local authorities] would be done if found out someone wi
baseline,h3_suspected_97,H3_97. Refused to answer.
baseline,h3_suspected_98,H3_98. Don't Know
baseline,h4_protect,H4.Preventive measures against Covid-19.
baseline,h4_protect_1,H4_1.[Wear a mask over nose and mouth] is preventive measures against Covid-19
baseline,h4_protect_2,H4_2.[Stay 6 feet away from others] is preventive measures against Covid-19
baseline,h4_protect_3,H4_3.[Avoid crowds] is preventive measures against Covid-19
baseline,h4_protect_4,H4_4.[Avoid poorly ventilated spaces] is preventive measures against Covid-19
baseline,h4_protect_5,H4_5.[Wash your hands often] is preventive measures against Covid-19
baseline,h4_protect_6,H4_6.[Cover coughs and sneezes] is preventive measures against Covid-19
baseline,h4_protect_7,H4_7.[Clean and disinfect] is preventive measures against Covid-19
baseline,h4_protect_8,H4_8.[Monitor Health status daily] is preventive measures against Covid-19
baseline,h4_protect_9,H4_9.[Do not allow visitors at home] is preventive measures against Covid-19
baseline,h4_protect_10,H4_10.[Eating well balanced diet] is preventive measures against Covid-19
baseline,h4_protect_11,H4_11.[Taking multivitamin supplements] is preventive measures against Covid-19
baseline,h4_protect_12,H4_12.[Getting vaccinated] is preventive measures against Covid-19
baseline,h4_protect_13,H4_13.[Nothing ] is preventive measures against Covid-19
baseline,h4_protect_14,H4_14.[Changing clothes once came from outside] is preventive measures against C
baseline,h4_protect_15,H4_15.[Taking bath once come from outside] is preventive measures against Covid-
baseline,h4_protect_16,H4_16.[Worn surgical head cap] is preventive measures against Covid-19
baseline,h4_protect_17,H4_17.[Stay at home] is preventive measures against Covid-19
baseline,h4_protect_18,H4_18.[Wearing faceshield] is preventive measures against Covid-19
baseline,h4_protect_19,H4_19.[Using gloves] is preventive measures against Covid-19
baseline,h4_protect_20,H4_20.[Eating/drinking herbs] is preventive measures against Covid-19
baseline,h4_protect_21,H4_21.[Getting enough sleep] is preventive measures against Covid-19
baseline,h4_protect_22,H4_22.[Take care of personal hygiene] is preventive measures against Covid-19
baseline,h4_protect_98,H4_98.Don't know
baseline,h5_emergency,H5.Conditions for medical emergency.
baseline,h5_emergency_1,H5_1.[Trouble breathing] is condition for medical emergency.
baseline,h5_emergency_2,H5_2.[Persistent pain or pressure in the chest] is condition for medical emergen
baseline,h5_emergency_3,H5_3.[New confusion] is condition for medical emergency.
baseline,h5_emergency_4,H5_4.[Inability to wake or stay awake] is condition for medical emergency.
baseline,h5_emergency_5,H5_5.[Bluish lips or face] is condition for medical emergency.
baseline,h5_emergency_6,H5_6.[Lower SPO2 (<94%)] is condition for medical emergency.
baseline,h5_emergency_7,H5_7.[Loss of speech or mobility] is condition for medical emergency.
baseline,h5_emergency_8,"H5_8.[People with underlying diseases or high risk persons (smokers,alcoholism,o"
baseline,h5_emergency_9,H5_9.[Persistent/severe cough] is condition for medical emergency.
baseline,h5_emergency_10,H5_10.[High fever together with cough and loss of smell] is condition for medica
baseline,h5_emergency_11,"H5_11.[As soons as the Covid-19 symptoms were noticed (loss of smell, taste, mus"
baseline,h5_emergency_12,H5_12.[Frequent diarrhea and vomiting] is condition for medical emergency.
baseline,h5_emergency_13,H5_13.[Unable to eat] is condition for medical emergency.
baseline,h5_emergency_14,H5_14.[Low blood pressure] is condition for medical emergency.
baseline,h5_emergency_15,H5_15.[Getting worse] is condition for medical emergency.
baseline,h5_emergency_97,H5_97. Refused to answer
baseline,h5_emergency_98,H5_98. Don't Know
baseline,j1_fucall,j-1.We will conduct another short interview in approximately 3-4 month. Would yo
baseline,j3_time,"j-3.If yes, what is the preferred time for receiving a call from us?"
baseline,call_status,ENUMERATOR: DO NOT READ THIS ALOUD Report the status of this call.
baseline,key,Unique submission ID
baseline,submissiondate,Submission Date
baseline,enroll_more_baseline,enroll_more_baseline
baseline,ch_account_id,CHAccountID
baseline,survey,
baseline,hh_id,
baseline,strata,
baseline,group_raw,Treatment/Control
baseline,treat,
